doi,study_design,confidence
10.11477/mf.1416202311,other,high
10.11477/mf.1416202093,other,high
10.1152/ajpheart.2002.282.1.h66,observational,high
10.1152/ajpheart.00994.2011,observational,high
10.1152/ajpendo.00242.2023,other,high
10.1148/radiology.219.3.r01jn18766,case_series,medium
10.1152/ajpregu.00071.2024,non_randomized_trial,high
10.1152/ajpregu.00925.2007,observational,high
10.1152/japplphysiol.00141.2003,observational,high
10.1152/japplphysiol.00527.2014,non_randomized_trial,high
10.1152/physiol.00056.2024,other,high
10.1152/japplphysiol.00821.2012,non_randomized_trial,high
10.1152/physiol.2024.39.s1.2025,observational,high
10.1155/2009/701019,observational,high
10.1155/2002/892374,case_series,high
10.1155/1993/414602,observational,high
10.1155/2008/263751,observational,high
10.1155/2000/602862,rct,high
10.1155/2011/281425,other,medium
10.1155/2011/787394,other,high
10.1155/2011/854540,observational,high
10.1155/2012/584573,observational,medium
10.1155/2013/784520,other,high
10.1155/2012/205085,observational,high
10.1155/2013/485341,rct,high
10.1155/2012/427869,other,high
10.1155/2013/831969,observational,high
10.1155/2011/341294,other,medium
10.1155/2013/270373,case_series,high
10.1155/2015/245308,observational,high
10.1155/2015/380615,other,high
10.1155/2015/528487,other,high
10.1155/2015/929720,case_series,high
10.1155/2015/945901,other,high
10.1155/2016/2497348,other,high
10.1155/2015/631410,non_randomized_trial,high
10.1155/2015/191489,other,high
10.1155/2016/9064529,observational,high
10.1155/2014/106048,non_randomized_trial,high
10.1155/2018/3972104,observational,high
10.1155/2018/5801510,observational,high
10.1155/2019/3849692,other,high
10.1155/2019/1684198,non_randomized_trial,high
10.1155/2018/9014232,observational,high
10.1155/2020/4708374,rct,high
10.1155/2020/2974268,other,high
10.1155/2021/6418217,other,high
10.1155/2020/4715679,other,high
10.1155/2017/8182020,other,high
10.1155/2018/9140896,other,high
10.1155/2021/8867098,other,high
10.1155/2024/6475425,case_series,high
10.1157/13073217,case_series,high
10.1157/13089106,case_series,high
10.1157/13107370,case_series,high
10.1157/13070608,observational,high
10.1157/13108085,case_series,high
10.11575/jah.v0i0.53334,other,high
10.1158/1538-7445.am2022-34,observational,high
10.1159/000026469,observational,high
10.1159/000026511,observational,high
10.1159/000026543,observational,high
10.1159/000026494,non_randomized_trial,high
10.1155/jpas/5014500,other,high
10.1159/000027996,case_series,high
10.1159/000054863,observational,high
10.1159/000056234,non_randomized_trial,high
10.1155/2024/3256273,observational,high
10.1158/1538-7445.am2026-6275,observational,high
10.1159/000063646,observational,high
10.1159/000067176,other,high
10.1159/000065185,observational,high
10.1159/000075315,other,high
10.1159/000071894,other,high
10.1159/000076455,observational,high
10.1159/000064267,rct,high
10.1159/000080144,other,high
10.1159/000099844,case_series,high
10.1159/000085145,non_randomized_trial,high
10.1159/000097332,other,high
10.1159/000104468,other,high
10.1159/000101498,other,high
10.1159/000104864,other,high
10.1159/000110727,observational,high
10.1159/000116426,case_series,high
10.1159/000116609,rct,high
10.1159/000119233,observational,high
10.1159/000119307,observational,high
10.1159/000116723,case_series,high
10.1159/000119325,crossover,high
10.1159/000119331,observational,high
10.1159/000150450,case_series,high
10.1159/000152375,observational,high
10.1159/000119278,observational,high
10.1159/000163999,case_series,high
10.1159/000164104,case_series,high
10.1159/000164010,case_series,high
10.1159/000164000,case_series,high
10.1159/000288016,observational,high
10.1159/000288612,other,high
10.1159/000289050,observational,high
10.1159/000247075,case_series,medium
10.1159/000315130,observational,high
10.1159/000320778,other,high
10.1159/000319312,observational,high
10.1159/000324349,other,high
10.1159/000119226,case_series,high
10.1159/000163942,case_series,high
10.1159/000326692,observational,high
10.1159/000320974,other,high
10.1159/000326465,other,high
10.1159/000327582,non_randomized_trial,high
10.1159/000329996,observational,high
10.1159/000336803,observational,high
10.1159/000339011,other,high
10.1159/000343982,other,high
10.1159/000365174,observational,high
10.1159/000369085,other,high
10.1159/000438867,rct,high
10.1159/000431258,observational,high
10.1159/000369087,other,high
10.1159/000448957,other,high
10.11603/2411-1597.2015.2.5158,unclear,low
10.1159/000528827,rct,high
10.1159/000547484,other,high
10.1159/000517930,other,high
10.1159/000493531,other,high
10.1163/156856900750232506,case_series,medium
10.1161/jaha.124.036752,other,high
10.1164/ajrccm.2025.211.abstracts.a7881,observational,high
10.1172/jci.insight.149217,observational,high
10.1164/rccm.200403-357oc,observational,high
10.1172/jci.insight.157621,observational,high
10.1163/ej.9789004124011.i-226.46,other,high
10.1163/156856901753421007,case_series,high
10.1172/jci.insight.89376,observational,high
10.1172/jci.insight.158193,observational,high
10.1172/jci118990,case_series,high
10.1172/jci132185,observational,high
10.1172/jci.insight.183810,observational,high
10.1172/jci134985,other,medium
10.1176/ajp.153.8.1050,observational,high
10.1176/ajp.154.3.408,rct,high
10.1176/ajp.148.12.1638,other,high
10.1176/appi.ajp.158.12.2038,rct,high
10.1176/appi.neuropsych.14060132,case_series,high
10.1176/appi.pn.2014.12b5,observational,high
10.1176/appi.pn.2020.3a3,observational,high
10.1176/appi.ajp.158.4.641,observational,high
10.1176/appi.psy.44.1.38,rct,high
10.1176/appi.psy.42.1.21,observational,high
10.1176/appi.psy.44.2.113,observational,high
10.1176/appi.neuropsych.15.2.254,observational,high
10.1176/appi.pn.2015.3b17,other,high
10.1176/ajp.155.6.824,observational,high
10.1176/appi.psy.49.3.235,observational,high
10.1176/jnp.5.2.200,observational,high
10.1176/appi.psy.50.2.147,observational,high
10.1176/pn.36.24.0023,non_randomized_trial,high
10.1176/pn.38.14.0027a,other,high
10.1176/appi.psy.49.6.470,other,high
10.1176/pn.2001.36.1.20,other,high
10.1176/jnp.6.2.189,other,high
10.1177/000456329403100507,case_series,high
10.1177/0003065118798043,observational,high
10.1177/000456329703400416,observational,medium
10.1177/0011392101049003003,other,high
10.1177/00048674211043788,case_series,high
10.1177/0009922812455094,observational,high
10.1177/008124630503500208,case_series,high
10.1177/000331979804901105,non_randomized_trial,high
10.1177/008124639402400103,case_series,high
10.1177/014107680009300608,case_series,high
10.1177/008124639602600108,observational,medium
10.1177/014107680009300306,case_series,high
10.1177/014107680609901012,other,high
10.1177/014107680409701204,observational,high
10.1177/014107680209500904,observational,high
10.1177/0141076817702530,observational,high
10.1177/000456329403100506,case_series,high
10.1177/014107688808100608,case_series,high
10.1177/014107689008301204,case_series,high
10.1177/0141076820951545,non_randomized_trial,high
10.1177/014107688808100609,observational,high
10.1177/014107689208500909,observational,high
10.1177/01632780022034598,observational,high
10.1177/014107689709000505,case_series,high
10.1177/014107689909200405,observational,high
10.1177/0163278713497014,observational,high
10.1177/0163278711424281,observational,high
10.1177/01632780122034993,observational,high
10.1177/014107689809100706,observational,high
10.1177/016327879301600403,observational,high
10.1177/016327879601900204,observational,high
10.1177/0163278709338558,observational,high
10.1177/01632789922034400,other,high
10.1177/0269215507080769,other,high
10.1177/02610183241229050,other,high
10.1177/0163278702250071,observational,high
10.1177/0269215510371429,rct,high
10.1177/0269215510380831,other,high
10.1177/0269215507084410,non_randomized_trial,high
10.1177/0269215515621362,rct,high
10.1177/0269215514542635,other,high
10.1177/02698811251368371,rct,high
10.1177/026921559400800110,case_series,high
10.1177/0269881105053293,observational,high
10.1177/0269881105056531,crossover,high
10.1177/0271678x241270528,observational,high
10.1177/0300060516671622,observational,high
10.1177/0301006615614467,observational,high
10.1177/030802260206500103,other,high
10.1177/030802260206501005,non_randomized_trial,high
10.1177/030802260707000803,case_series,high
10.1177/030802260006300404,observational,high
10.1177/030802260406700606,case_series,high
10.1177/03080226211020656,case_series,high
10.1177/030802260907200102,observational,high
10.1177/0308022620966254,case_series,high
10.1177/03080226241249279,observational,high
10.1177/03080226241254720,observational,high
10.1177/030802269405701003,other,medium
10.1177/030802269806100907,case_series,high
10.1177/039463200101400103,observational,high
10.1177/036012931998023003025,unclear,high
10.1177/03601293251408245,non_randomized_trial,high
10.1177/03946320040170s210,observational,high
10.1177/039463200902200219,case_series,medium
10.1177/039463200902200320,observational,high
10.1177/039463200902200326,case_series,high
10.1177/039463201102400313,observational,high
10.1177/039463201002300402,other,high
10.1177/070674370505000402,observational,high
10.1177/0394632015572074,observational,high
10.1177/039463201202500224,observational,high
10.1177/039463201102400419,observational,high
10.1177/0907568203104004,observational,medium
10.1177/0886260519888515,observational,high
10.1177/089801019301100206,other,medium
10.1177/070674379003500714,other,high
10.1177/0957926504038943,other,high
10.1177/0957154x08097199,other,high
10.1177/0962280216666111,non_randomized_trial,medium
10.1177/09593535261421588,other,high
10.1177/1044207308325995,observational,high
10.1177/10442073040140040401,other,high
10.1177/1044207309359515,other,high
10.1177/1044207309346310,other,high
10.1177/1049732303260682,case_series,high
10.1177/104973230201200202,case_series,high
10.1177/1049732314562893,other,high
10.1177/0962280217713347,other,high
10.1177/10598405221144259,case_series,medium
10.1177/1049732320969395,case_series,high
10.1177/1054773819838679,case_series,high
10.1177/1049732315573954,case_series,high
10.1177/1049732311421914,case_series,medium
10.1177/1066480711429426,case_series,medium
10.1177/1066480714533652,case_series,medium
10.1177/10442073231154027,other,high
10.1177/11786469231220781,observational,high
10.1177/107839039500100104,case_series,medium
10.1177/1359104500005001005,other,high
10.1177/1206331213512235,observational,medium
10.1177/1359104509340940,case_series,high
10.1177/1359104506059133,case_series,high
10.1177/1179557320941478,observational,high
10.1177/1359104512455814,observational,high
10.1177/1359104511403585,case_series,medium
10.1177/11795735241271675,other,high
10.1177/1359104511403680,case_series,high
10.1177/1359104512460862,case_series,high
10.1177/1359104516646813,case_series,high
10.1177/1359104515602373,observational,high
10.1177/1359104516672507,case_series,high
10.1177/1359104517736357,observational,high
10.1177/1359104518794764,case_series,high
10.1177/1359104519838584,case_series,medium
10.1177/1359104519829796,observational,high
10.1177/1359104520964528,case_series,high
10.1177/1359104520918364,case_series,high
10.1177/13591045211005515,observational,high
10.1177/1359104521994880,observational,high
10.1177/135910530100600210,other,high
10.1177/1359105302007001649,other,high
10.1177/13591053030084005,observational,high
10.1177/135910530100600105,observational,high
10.1177/1359104519835583,observational,high
10.1177/1359105305049774,rct,high
10.1177/1359105306066628,observational,medium
10.1177/1359105307076233,observational,medium
10.1177/1359105308088525,observational,high
10.1177/1359105309344895,observational,high
10.1177/1359105308100205,observational,high
10.1177/1359105309349453,observational,high
10.1177/1359105312464670,case_series,high
10.1177/1359105309350515,observational,high
10.1177/1359105307071747,case_series,high
10.1177/1359105311424470,case_series,high
10.1177/1359105313520335,observational,medium
10.1177/1359105309355336,observational,high
10.1177/1359105313501534,other,high
10.1177/1359105314535458,non_randomized_trial,high
10.1177/1359105315583367,case_series,medium
10.1177/1359105316643376,case_series,high
10.1177/1359105316664139,observational,medium
10.1177/1359105315587137,case_series,high
10.1177/1359105316667798,other,high
10.1177/1359105317697323,other,high
10.1177/1359105316688953,rct,high
10.1177/1359105317695803,other,high
10.1177/1359105316675213,rct,high
10.1177/1359105317700885,other,high
10.1177/1359105317700886,unclear,high
10.1177/1359105317703787,other,high
10.1177/1359105317703785,rct,high
10.1177/1359105317703786,other,high
10.1177/1359105317707259,observational,high
10.1177/1359105317703789,other,high
10.1177/1359105317707215,other,high
10.1177/1359105317707216,other,high
10.1177/1359105317710246,other,high
10.1177/1359105317707531,other,high
10.1177/1359105317726152,observational,high
10.1177/1359105318784161,other,high
10.1177/1359105318785450,case_series,high
10.1177/1359105317742195,case_series,medium
10.1177/1359105317715476,other,high
10.1177/1359105319847261,other,high
10.1177/1359105318805819,other,high
10.1177/1359105318796906,observational,high
10.1177/1359105319854532,observational,high
10.1177/13591053211008203,case_series,high
10.1177/13591053211038042,other,high
10.1177/1359105319834678,case_series,high
10.1177/13591053211027631,observational,high
10.1177/1359105321990810,other,high
10.1177/13591053231169191,observational,high
10.1177/13591053221084494,other,high
10.1177/13591053231223882,observational,high
10.1177/13591053231186385,case_series,high
10.1177/13591053251325690,observational,high
10.1177/13591053261420598,observational,medium
10.1177/135910539800300107,observational,medium
10.1177/1363459307070806,other,high
10.1177/1363459303007002876,other,high
10.1177/1363459309103919,other,high
10.1177/1363459315622041,case_series,high
10.1177/1363459315583158,observational,high
10.1177/1363459308094420,observational,high
10.1177/1363459315628044,other,high
10.1177/136346159403100206,other,high
10.1177/13634615030403006,observational,high
10.1177/1367493519864747,other,high
10.1177/1367493505049644,other,high
10.1177/136346159403100302,other,high
10.1177/136749359900300207,other,medium
10.1177/1403494819868592,observational,high
10.1177/14034948211056752,observational,high
10.1177/136345939800200204,other,high
10.1177/135910539800300406,observational,high
10.1177/147323000803600501,other,high
10.1177/147323001103900122,observational,high
10.1177/1478271520023202013,case_series,high
10.1177/14782715241257968,other,high
10.1177/14782715241255977,case_series,medium
10.1177/1524838007303196,other,high
10.1177/15350102001003001,case_series,high
10.1177/146642400212200113,case_series,high
10.1177/153537020322800206,observational,high
10.1177/153944920502500205,observational,high
10.1177/153944929701700303,observational,high
10.1177/1740774518760300,non_randomized_trial,medium
10.1177/1742395312474478,case_series,high
10.1177/1742395316644770,observational,high
10.1177/17423953060020020901,other,high
10.1177/1742395317703175,other,high
10.1177/1742395317746470,observational,high
10.1177/1742395318815965,case_series,high
10.1177/1742395319836472,other,high
10.1177/1742395313478220,observational,high
10.1177/17423953211043106,observational,high
10.1177/1742395320949613,observational,high
10.1177/17423953211064989,case_series,medium
10.1177/17423953221101606,observational,high
10.1177/17423953231178185,other,high
10.1177/17423953221121696,observational,high
10.1177/17423953251347108,observational,high
10.1177/17448069241275097,other,high
10.1177/19714009980110s220,case_series,medium
10.1177/1942602x18795299,other,high
10.1177/2049463719875164,non_randomized_trial,high
10.1177/20420986251395925,other,high
10.1177/2055102918792648,other,high
10.1177/20499361211009385,other,high
10.1177/2055102919838907,other,high
10.1177/2055102918805187,other,high
10.1177/2058738418820402,observational,high
10.1177/2055102919840614,other,high
10.1177/2150131910385843,observational,high
10.1177/2058738418812342,other,high
10.1177/2042533313507920,observational,high
10.1177/2156587217712763,other,high
10.1177/2156587216659400,rct,high
10.1177/2164957x221079790,other,high
10.1177/216507991306100705,observational,high
10.1177/23743735241272158,non_randomized_trial,high
10.1177/21925682231217706,other,high
10.1177/23743735261442541,observational,high
10.1177/23743735261449971,case_series,high
10.1177/2324709615607908,case_series,high
10.1177/26331055221114817,other,high
10.1177/27536130241275607,other,high
10.1177/27536130241311594,other,high
10.1177/2380084419872135,observational,high
10.1179/135100000101535519,case_series,medium
10.1179/174592006x111012,other,high
10.1179/174328808x252064,case_series,high
10.1179/2295333714y.0000000075,other,high
10.1182/blood-2018-99-117260,case_series,high
10.1179/2295333714y.0000000076,unclear,high
10.1183/13993003.congress-2023.pa4574,observational,high
10.1183/13993003.congress-2023.pa2960,observational,high
10.1183/13993003.congress-2023.pa4639,non_randomized_trial,high
10.1183/13993003.congress-2025.pa4128,observational,high
