,original_es_r,original_es_type,original_n,replication_es_r,replication_es_type,replication_n,original_doi,original_authors,original_title,original_journal,original_volume,original_issue,original_pages,original_year,replication_doi,replication_authors,replication_title,replication_journal,replication_volume,replication_issue,replication_pages,replication_year,discipline,description,tags,result,replication_citation_html,original_citation_html
451,,,,,,,10.1002/ejsp.2420170402,Jozef M. Nuttin,Affective consequences of mere ownership: The name letter effect in twelve European languages,European Journal of Social Psychology,17.0,4,381-402,1987.0,10.1016/j.jesp.2020.103972,Ignazio Ziano; Jing Dan Yao; Yajing Gao; Gilad Feldman,Impact of ownership on liking and value: Replications and extensions of three ownership effect experiments,Journal of Experimental Social Psychology,89.0,,103972,2020.0,,"The “name-letter effect”: people have a more positive attitude toward letters in their own name, especially their initials, compared to other letters. ",,success,"<a href=""https://doi.org/10.1016/j.jesp.2020.103972"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Ziano I. <i>et al.</i> <i>Journal of Experimental Social Psychology</i> 2020</a>","<a href=""https://doi.org/10.1002/ejsp.2420170402"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Nuttin J. <i>et al.</i> <i>European Journal of Social Psychology</i> 1987</a>"
452,,,,,,,10.1086/269239,Norbert Schwarz; Fritz Strack; Hans-Peter Mai,Assimilation and Contrast Effects in Part-Whole Question Sequences: A Conversational Logic Analysis,Public Opinion Quarterly,55.0,1,3,1991.0,10.1177/2515245918810225,Richard A. Klein; Michelangelo Vianello; Fred Hasselman; Byron G. Adams; Reginald B. Adams; Sinan Alper; Mark Aveyard; Jordan R. Axt; Mayowa T. Babalola; Štěpán Bahník; Rishtee Batra; Mihály Berkics; Michael J. Bernstein; Daniel R. Berry; Olga Bialobrzeska; Evans Dami Binan; Konrad Bocian; Mark J. Brandt; Robert Busching; Anna Cabak Rédei; Huajian Cai; Fanny Cambier; Katarzyna Cantarero; Cheryl L. Carmichael; Francisco Ceric; Jesse Chandler; Jen-Ho Chang; Armand Chatard; Eva E. Chen; Winnee Cheong; David C. Cicero; Sharon Coen; Jennifer A. Coleman; Brian Collisson; Morgan A. Conway; Katherine S. Corker; Paul G. Curran; Fiery Cushman; Zubairu K. Dagona; Ilker Dalgar; Anna Dalla Rosa; William E. Davis; Maaike de Bruijn; Leander de Schutter; Thierry Devos; Marieke de Vries; Canay Doğulu; Nerisa Dozo; Kristin Nicole Dukes; Yarrow Dunham; Kevin Durrheim; Charles R. Ebersole; John E. Edlund; Anja Eller; Alexander Scott English; Carolyn Finck; Natalia Frankowska; Miguel-Ángel Freyre; Mike Friedman; Elisa Maria Galliani; Joshua C. Gandi; Tanuka Ghoshal; Steffen R. Giessner; Tripat Gill; Timo Gnambs; Ángel Gómez; Roberto González; Jesse Graham; Jon E. Grahe; Ivan Grahek; Eva G. T. Green; Kakul Hai; Matthew Haigh; Elizabeth L. Haines; Michael P. Hall; Marie E. Heffernan; Joshua A. Hicks; Petr Houdek; Jeffrey R. Huntsinger; Ho Phi Huynh; Hans Ijzerman; Yoel Inbar; Åse H. Innes-Ker; William Jiménez-Leal; Melissa-Sue John; Jennifer A. Joy-Gaba; Roza G. Kamiloğlu; Heather Barry Kappes; Serdar Karabati; Haruna Karick; Victor N. Keller; Anna Kende; Nicolas Kervyn; Goran Knežević; Carrie Kovacs; Lacy E. Krueger; German Kurapov; Jamie Kurtz; Daniël Lakens; Ljiljana B. Lazarević; Carmel A. Levitan; Neil A. Lewis; Samuel Lins; Nikolette P. Lipsey; Joy E. Losee; Esther Maassen; Angela T. Maitner; Winfrida Malingumu; Robyn K. Mallett; Satia A. Marotta; Janko Međedović; Fernando Mena-Pacheco; Taciano L. Milfont; Wendy L. Morris; Sean C. Murphy; Andriy Myachykov; Nick Neave; Koen Neijenhuijs; Anthony J. Nelson; Félix Neto; Austin Lee Nichols; Aaron Ocampo; Susan L. O’Donnell; Haruka Oikawa; Masanori Oikawa; Elsie Ong; Gábor Orosz; Malgorzata Osowiecka; Grant Packard; Rolando Pérez-Sánchez; Boban Petrović; Ronaldo Pilati; Brad Pinter; Lysandra Podesta; Gabrielle Pogge; Monique M. H. Pollmann; Abraham M. Rutchick; Patricio Saavedra; Alexander K. Saeri; Erika Salomon; Kathleen Schmidt; Felix D. Schönbrodt; Maciej B. Sekerdej; David Sirlopú; Jeanine L. M. Skorinko; Michael A. Smith; Vanessa Smith-Castro; Karin C. H. J. Smolders; Agata Sobkow; Walter Sowden; Philipp Spachtholz; Manini Srivastava; Troy G. Steiner; Jeroen Stouten; Chris N. H. Street; Oskar K. Sundfelt; Stephanie Szeto; Ewa Szumowska; Andrew C. W. Tang; Norbert Tanzer; Morgan J. Tear; Jordan Theriault; Manuela Thomae; David Torres; Jakub Traczyk; Joshua M. Tybur; Adrienn Ujhelyi; Robbie C. M. van Aert; Marcel A. L. M. van Assen; Marije van der Hulst; Paul A. M. van Lange; Anna Elisabeth van ’T Veer; Alejandro Vásquez- Echeverría; Leigh Ann Vaughn; Alexandra Vázquez; Luis Diego Vega; Catherine Verniers; Mark Verschoor; Ingrid P. J. Voermans; Marek A. Vranka; Cheryl Welch; Aaron L. Wichman; Lisa A. Williams; Michael Wood; Julie A. Woodzicka; Marta K. Wronska; Liane Young; John M. Zelenski; Zeng Zhijia; Brian A. Nosek,Many Labs 2: Investigating Variation in Replicability Across Samples and Settings,Advances in Methods and Practices in Psychological Science,1.0,4,443-490,2018.0,,,,failure,"<a href=""https://doi.org/10.1177/2515245918810225"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Klein R. <i>et al.</i> <i>Advances in Methods and Practices in Psychological Science</i> 2018</a>","<a href=""https://doi.org/10.1086/269239"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Schwarz N. <i>et al.</i> <i>Public Opinion Quarterly</i> 1991</a>"
453,,,,,,,10.1016/0022-1031(91)90011-t,Mark Spranca; Elisa Minsk; Jonathan Baron,Omission and commission in judgment and choice,Journal of Experimental Social Psychology,27.0,1,76-105,1991.0,10.1016/j.jesp.2020.103977,John Jamison; Tijen Yay; Gilad Feldman,"Action-inaction asymmetries in moral scenarios: Replication of the omission bias examining morality and blame with extensions linking to causality, intent, and regret",Journal of Experimental Social Psychology,89.0,,103977,2020.0,,,,success,"<a href=""https://doi.org/10.1016/j.jesp.2020.103977"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Jamison J. <i>et al.</i> <i>Journal of Experimental Social Psychology</i> 2020</a>","<a href=""https://doi.org/10.1016/0022-1031(91)90011-t"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Spranca M. <i>et al.</i> <i>Journal of Experimental Social Psychology</i> 1991</a>"
454,,,,,,,10.1037/0021-9010.77.4.419,Itamar Simonson; Barry M. Staw,Deescalation strategies: A comparison of techniques for reducing commitment to losing courses of action.,Journal of Applied Psychology,77.0,4,419-426,1992.0,10.1037/xap0000321,Stefan Schulz-Hardt; Johannes Rollwage; Stella K. Wanzel; Johanna U. Frisch; Jan Alexander Häusser,Effects of process and outcome accountability on escalating commitment: A two-study replication.,Journal of Experimental Psychology: Applied,27.0,1,112-124,2021.0,,,,failure,"<a href=""https://doi.org/10.1037/xap0000321"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Schulz-Hardt S. <i>et al.</i> <i>Journal of Experimental Psychology: Applied</i> 2021</a>","<a href=""https://doi.org/10.1037/0021-9010.77.4.419"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Simonson I. <i>et al.</i> <i>Journal of Applied Psychology</i> 1992</a>"
455,,,,,,,10.1111/j.1467-9280.1992.tb00678.x,Amos Tversky; Eldar Shafir,The Disjunction Effect in Choice under Uncertainty,Psychological Science,3.0,5,305-310,1992.0,10.1016/j.joep.2020.102350,Ignazio Ziano; Man Fai Kong; Hong Joo Kim; Chit Yu Liu; Sze Chai Wong; Bo Ley Cheng; Gilad Feldman,Replication: Revisiting Tversky and Shafir’s (1992) Disjunction Effect with an extension comparing between and within subject designs,Journal of Economic Psychology,83.0,,102350,2021.0,,,,inconclusive,"<a href=""https://doi.org/10.1016/j.joep.2020.102350"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Ziano I. <i>et al.</i> <i>Journal of Economic Psychology</i> 2021</a>","<a href=""https://doi.org/10.1111/j.1467-9280.1992.tb00678.x"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Tversky A. <i>et al.</i> <i>Psychological Science</i> 1992</a>"
456,,,,,,,10.3758/bf03197186,Eldar Shafir,Choosing versus rejecting: Why some options are both better and worse than others,Memory &amp; Cognition,21.0,4,546-556,1993.0,10.1177/2515245918810225,Richard A. Klein; Michelangelo Vianello; Fred Hasselman; Byron G. Adams; Reginald B. Adams; Sinan Alper; Mark Aveyard; Jordan R. Axt; Mayowa T. Babalola; Štěpán Bahník; Rishtee Batra; Mihály Berkics; Michael J. Bernstein; Daniel R. Berry; Olga Bialobrzeska; Evans Dami Binan; Konrad Bocian; Mark J. Brandt; Robert Busching; Anna Cabak Rédei; Huajian Cai; Fanny Cambier; Katarzyna Cantarero; Cheryl L. Carmichael; Francisco Ceric; Jesse Chandler; Jen-Ho Chang; Armand Chatard; Eva E. Chen; Winnee Cheong; David C. Cicero; Sharon Coen; Jennifer A. Coleman; Brian Collisson; Morgan A. Conway; Katherine S. Corker; Paul G. Curran; Fiery Cushman; Zubairu K. Dagona; Ilker Dalgar; Anna Dalla Rosa; William E. Davis; Maaike de Bruijn; Leander de Schutter; Thierry Devos; Marieke de Vries; Canay Doğulu; Nerisa Dozo; Kristin Nicole Dukes; Yarrow Dunham; Kevin Durrheim; Charles R. Ebersole; John E. Edlund; Anja Eller; Alexander Scott English; Carolyn Finck; Natalia Frankowska; Miguel-Ángel Freyre; Mike Friedman; Elisa Maria Galliani; Joshua C. Gandi; Tanuka Ghoshal; Steffen R. Giessner; Tripat Gill; Timo Gnambs; Ángel Gómez; Roberto González; Jesse Graham; Jon E. Grahe; Ivan Grahek; Eva G. T. Green; Kakul Hai; Matthew Haigh; Elizabeth L. Haines; Michael P. Hall; Marie E. Heffernan; Joshua A. Hicks; Petr Houdek; Jeffrey R. Huntsinger; Ho Phi Huynh; Hans Ijzerman; Yoel Inbar; Åse H. Innes-Ker; William Jiménez-Leal; Melissa-Sue John; Jennifer A. Joy-Gaba; Roza G. Kamiloğlu; Heather Barry Kappes; Serdar Karabati; Haruna Karick; Victor N. Keller; Anna Kende; Nicolas Kervyn; Goran Knežević; Carrie Kovacs; Lacy E. Krueger; German Kurapov; Jamie Kurtz; Daniël Lakens; Ljiljana B. Lazarević; Carmel A. Levitan; Neil A. Lewis; Samuel Lins; Nikolette P. Lipsey; Joy E. Losee; Esther Maassen; Angela T. Maitner; Winfrida Malingumu; Robyn K. Mallett; Satia A. Marotta; Janko Međedović; Fernando Mena-Pacheco; Taciano L. Milfont; Wendy L. Morris; Sean C. Murphy; Andriy Myachykov; Nick Neave; Koen Neijenhuijs; Anthony J. Nelson; Félix Neto; Austin Lee Nichols; Aaron Ocampo; Susan L. O’Donnell; Haruka Oikawa; Masanori Oikawa; Elsie Ong; Gábor Orosz; Malgorzata Osowiecka; Grant Packard; Rolando Pérez-Sánchez; Boban Petrović; Ronaldo Pilati; Brad Pinter; Lysandra Podesta; Gabrielle Pogge; Monique M. H. Pollmann; Abraham M. Rutchick; Patricio Saavedra; Alexander K. Saeri; Erika Salomon; Kathleen Schmidt; Felix D. Schönbrodt; Maciej B. Sekerdej; David Sirlopú; Jeanine L. M. Skorinko; Michael A. Smith; Vanessa Smith-Castro; Karin C. H. J. Smolders; Agata Sobkow; Walter Sowden; Philipp Spachtholz; Manini Srivastava; Troy G. Steiner; Jeroen Stouten; Chris N. H. Street; Oskar K. Sundfelt; Stephanie Szeto; Ewa Szumowska; Andrew C. W. Tang; Norbert Tanzer; Morgan J. Tear; Jordan Theriault; Manuela Thomae; David Torres; Jakub Traczyk; Joshua M. Tybur; Adrienn Ujhelyi; Robbie C. M. van Aert; Marcel A. L. M. van Assen; Marije van der Hulst; Paul A. M. van Lange; Anna Elisabeth van ’T Veer; Alejandro Vásquez- Echeverría; Leigh Ann Vaughn; Alexandra Vázquez; Luis Diego Vega; Catherine Verniers; Mark Verschoor; Ingrid P. J. Voermans; Marek A. Vranka; Cheryl Welch; Aaron L. Wichman; Lisa A. Williams; Michael Wood; Julie A. Woodzicka; Marta K. Wronska; Liane Young; John M. Zelenski; Zeng Zhijia; Brian A. Nosek,Many Labs 2: Investigating Variation in Replicability Across Samples and Settings,Advances in Methods and Practices in Psychological Science,1.0,4,443-490,2018.0,,,,failure,"<a href=""https://doi.org/10.1177/2515245918810225"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Klein R. <i>et al.</i> <i>Advances in Methods and Practices in Psychological Science</i> 2018</a>","<a href=""https://doi.org/10.3758/bf03197186"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Shafir E. <i>et al.</i> <i>Memory &amp;amp; Cognition</i> 1993</a>"
457,,,,,,,10.3758/bf03211160,A. M. Longoni; J. T. E. Richardson; A. Aiello,Articulatory rehearsal and phonological storage in working memory,Memory &amp; Cognition,21.0,1,11-22,1993.0,10.20982/tqmp.20.1.r001,Camille Couture; Charles Veilleux; Susana Chinhama; Olivia Jacot de Boinod; Britanny Payment; Tracy Husereau; Élodie Ouellette,Articulatory rehearsal and phonological storage in working memory: A replication of Longoni et al. (1993),The Quantitative Methods for Psychology,20.0,1,r1-r12,2024.0,,,,failure,"<a href=""https://doi.org/10.20982/tqmp.20.1.r001"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Couture C. <i>et al.</i> <i>The Quantitative Methods for Psychology</i> 2024</a>","<a href=""https://doi.org/10.3758/bf03211160"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Longoni A. <i>et al.</i> <i>Memory &amp;amp; Cognition</i> 1993</a>"
458,,,,,,,10.1037/0021-843x.103.2.350,Timothy J. Trull; Kenneth J. Sher,Relationship between the five-factor model of personality and Axis I disorders in a nonclinical sample.,Journal of Abnormal Psychology,103.0,2,350-360,1994.0,10.1177/0956797619831612,Christopher J. Soto,How Replicable Are Links Between Personality Traits and Consequential Life Outcomes? The Life Outcomes of Personality Replication Project,Psychological Science,30.0,5,711-727,2019.0,,,,inconclusive,"<a href=""https://doi.org/10.1177/0956797619831612"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Soto C. <i>et al.</i> <i>Psychological Science</i> 2019</a>","<a href=""https://doi.org/10.1037/0021-843x.103.2.350"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Trull T. <i>et al.</i> <i>Journal of Abnormal Psychology</i> 1994</a>"
459,,,,,,,10.1037/0022-3514.67.3.357,Thomas Gilovich; Victoria Husted Medvec,The temporal pattern to the experience of regret.,Journal of Personality and Social Psychology,67.0,3,357-365,1994.0,10.1525/collabra.37122,Siu Kit Yeung; Gilad Feldman,Revisiting the Temporal Pattern of Regret in Action Versus Inaction: Replication of Gilovich and Medvec (1994) With Extensions Examining Responsibility,Collabra: Psychology,8.0,1,,2022.0,,,,inconclusive,"<a href=""https://doi.org/10.1525/collabra.37122"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Yeung S. <i>et al.</i> <i>Collabra: Psychology</i> 2022</a>","<a href=""https://doi.org/10.1037/0022-3514.67.3.357"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Gilovich T. <i>et al.</i> <i>Journal of Personality and Social Psychology</i> 1994</a>"
460,,,,,,,10.1037/0022-3514.67.4.627,Jeff Greenberg; Tom Pyszczynski; Sheldon Solomon; Linda Simon; Michael Breus,Role of consciousness and accessibility of death-related thoughts in mortality salience effects.,Journal of Personality and Social Psychology,67.0,4,627-637,1994.0,10.1525/collabra.35271,Richard A Klein; Corey L. Cook; Charles R. Ebersole; Christine Vitiello; Brian A. Nosek; Joseph Hilgard; Paul Hangsan Ahn; Abbie J. Brady; Christopher R. Chartier; Cody D. Christopherson; Samuel Clay; Brian Collisson; Jarret T. Crawford; Ryan Cromar; Gwendolyn Gardiner; Courtney L. Gosnell; Jon Grahe; Calvin Hall; Irene Howard; Jennifer A. Joy-Gaba; Miranda Kolb; Angela M. Legg; Carmel A. Levitan; Anthony D. Mancini; Dylan Manfredi; Jason Miller; Gideon Nave; Liz Redford; Ilaria Schlitz; Kathleen Schmidt; Jeanine L. M. Skorinko; Daniel Storage; Trevor Swanson; Lyn M. van Swol; Leigh Ann Vaughn; Devere Vidamuerte; Brady Wiggins; Kate A. Ratliff,Many Labs 4: Failure to Replicate Mortality Salience Effect With and Without Original Author Involvement,Collabra: Psychology,8.0,1,,2022.0,,,,failure,"<a href=""https://doi.org/10.1525/collabra.35271"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Klein R. <i>et al.</i> <i>Collabra: Psychology</i> 2022</a>","<a href=""https://doi.org/10.1037/0022-3514.67.4.627"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Greenberg J. <i>et al.</i> <i>Journal of Personality and Social Psychology</i> 1994</a>"
461,,,,,,,10.1037/0022-3514.68.5.793,Orit E. Tykocinski; Thane S. Pittman; Erin E. Tuttle,Inaction inertia: Foregoing future benefits as a result of an initial failure to act.,Journal of Personality and Social Psychology,68.0,5,793-803,1995.0,10.1177/1948550619900570,Jieying Chen; Long Sang Hui; Teresa Yu; Gilad Feldman; Shiyuan Zeng; Tze Lam Ching; Chi Ho Ng; Kwok Wai Wu; Chung Man Yuen; Tsz Ki Lau; Bo Ley Cheng; Ka Wai Ng,Foregone Opportunities and Choosing Not to Act: Replications of Inaction Inertia Effect,Social Psychological and Personality Science,12.0,3,333-345,2021.0,,,,inconclusive,"<a href=""https://doi.org/10.1177/1948550619900570"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Chen J. <i>et al.</i> <i>Social Psychological and Personality Science</i> 2021</a>","<a href=""https://doi.org/10.1037/0022-3514.68.5.793"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Tykocinski O. <i>et al.</i> <i>Journal of Personality and Social Psychology</i> 1995</a>"
