"description","tags","osf_link","result","ref_original","ref_replication"
"False consensus: supermarket scenario","Many Labs 2","https://osf.io/8cd4r/","Success","Ross, L., Greene, D., & House, P. (1977). The “false consensus effect”: An egocentric bias in social perception and attribution processes. Journal of Experimental Social Psychology, 13, 279–301.  Study 1","Klein, R. A., Vianello, M., Hasselman, F., Adams, B. G., Adams Jr, R. B., Alper, S., ... & Sowden, W. (2018). Many Labs 2: Investigating variation in replicability across samples and settings. Advances in Methods and Practices in Psychological Science, 1(4), 443-490."
"Affect and risk","Many Labs 2","https://osf.io/8cd4r/","Failure (reversal)","Rottenstreich, Y., & Hsee, C. K. (2001). Money, kisses, and electric shocks: On the affective psychology of risk. Psychological Science, 12, 185–190.  9280.00334 Study 1","Klein, R. A., Vianello, M., Hasselman, F., Adams, B. G., Adams Jr, R. B., Alper, S., ... & Sowden, W. (2018). Many Labs 2: Investigating variation in replicability across samples and settings. Advances in Methods and Practices in Psychological Science, 1(4), 443-490."
"When scarcity is salient, pro-self individuals will engage in even more selfish behavior compared to prosocial individuals. The difference between proself individual’s behavior and prosocial individual’s behavior is attenuated when scarcity is not salient.","resource scarcity, competitive orientation, welfare advancement, selfish, generous","https://osf.io/a2e96/","Failure","Roux, C., Goldsmith, K., & Bonezzi, A. (2015). On the psychology of scarcity: When reminders of resource scarcity promote selfish (and generous) behavior. Journal of consumer research, 42(4), 615-631. Study 4","O’Donnell, M., Dev, A. S., Antonoplis, S., Baum, S. M., Benedetti, A. H., Brown, N. D., Carrillo, B., Choi, A. L., Connor, P., Donnelly, K., Ellwood-Lowe, M. E., Foushee, R., Jansen, R., Jarvis, S. N., Lundell-Creagh, R., Ocampo, J. M., Okafor, G. N., Azad, Z. R., Rosenblum, M., … Nelson, L. D. (2021). Empirical audit and review and an assessment of evidentiary value in research on the psychological consequences of scarcity. Proceedings of the National Academy of Sciences, 118(44), e2103313118."
"The face of success: inferences from chief executive officers' appearance predict company profits.","Adolescent, Adult, Awareness, Cues, Face, Female, Hair, Heterosexuality [psychology], Homosexuality, Male [psychology], Humans, Judgment, Male, Nonverbal Communication, Sexual Behavior, Social Perception, Stereotyping, Young Adult","https://osf.io/r5gpv/","Failure","Rule, N., & Ambady, N. (2008). The face of success: Inferences from chief executive officers' appearance predict company profits. Psychological Science 19(2), 109-111.","Talhelm, T., Eggleston, C., & Lee, M. (2023, September 28). Replication of Rule & Ambady (2008, PS, Study 1). Retrieved from osf.io/r5gpv"
"Functional smiles: Tools for love, sympathy, and war","","https://osf.io/xwn9m/","OS not significant","Rychlowska, M., Jack, R. E., Garrod, O. G., Schyns, P. G., Martin, J. D., & Niedenthal, P. M. (2017). Functional smiles: Tools for love, sympathy, and war. Psychological science, 28(9), 1259-1270.","Boyce, V., Mathur, M., & Frank, M. C. (2023). Eleven years of student replication projects provide evidence on the correlates of replicability in psychology. Royal Society Open Science, 10(11), 231240."
"Placebo empathy analgesia","social cognition, empathy, placebo, expectation,","https://osf.io/vcydf/","Failure","Rütgen, M., Seidel, E. M., Silani, G., Riečanský, I., Hummer, A., Windischberger, C., ... & Lamm, C. (2015). Placebo analgesia and its opioidergic regulation suggest that empathy for pain is grounded in self pain. Proceedings of the National Academy of Sciences, 112(41), E5638-E5646 (empathy for pain ratings)","Hartmann, H., Forbes, P. A., Rütgen, M., & Lamm, C. (2022). Placebo analgesia reduces costly prosocial helping to lower another person’s pain. Psychological Science, 33(11), 1867-1881.(unpleasantness ratings)"
"Placebo empathy analgesia","social cognition, empathy, prosocial behavior, placebo, pain","https://osf.io/vcydf/","OS not significant","Rütgen, M., Seidel, E. M., Silani, G., Riečanský, I., Hummer, A., Windischberger, C., ... & Lamm, C. (2015). Placebo analgesia and its opioidergic regulation suggest that empathy for pain is grounded in self pain. Proceedings of the National Academy of Sciences, 112(41), E5638-E5646 (unpleasantness ratings)","Hartmann, H., Forbes, P. A., Rütgen, M., & Lamm, C. (2022). Placebo analgesia reduces costly prosocial helping to lower another person’s pain. Psychological Science, 33(11), 1867-1881.(unpleasantness ratings)"
"The consideration of financial constraints shifts consumers’ preferences toward material goods rather than experiences. (I.e. Inducing financial scarcity will lead individuals to prefer purchasing material goods over experiences.","financial constraints, discretionary spending, experiences and material goods, longevity, myopia","https://osf.io/a2e96/","Success","S. M. Tully, H. E. Hershfield, T. Meyvis, Seeking lasting enjoyment with limited money: Financial constraints increase preference for material goods over experiences. J. Consum. Res. 42, 59–75 Study 5","O’Donnell, M., Dev, A. S., Antonoplis, S., Baum, S. M., Benedetti, A. H., Brown, N. D., Carrillo, B., Choi, A. L., Connor, P., Donnelly, K., Ellwood-Lowe, M. E., Foushee, R., Jansen, R., Jarvis, S. N., Lundell-Creagh, R., Ocampo, J. M., Okafor, G. N., Azad, Z. R., Rosenblum, M., … Nelson, L. D. (2021). Empirical audit and review and an assessment of evidentiary value in research on the psychological consequences of scarcity. Proceedings of the National Academy of Sciences, 118(44), e2103313118."
"Extremal edge: a powerful cue to depth perception and figure-ground organization","Attention, Contrast Sensitivity, Depth Perception, Discrimination Learning, Field Dependence-Independence, Humans, Optical Illusions, Orientation, Pattern Recognition, Visual","https://osf.io/0aifq/","Failure","SE Palmer, T Ghose (2008). Extremal edges: a powerful cue to depth perception and figure-ground organization. Psychological Science, 19.1: 77-84.","Saxe, R., Vélez, N., & Johnston, W. (2023, September 28). Replication of Palmer & Ghose (2008, PS). Retrieved from osf.io/0aifq"
"Intentional forgetting is easier after two """"shots"""" than one.","Attention, Humans, Inhibition (Psychology), Intention, Mental Recall, Paired-Associate Learning, Psycholinguistics, Semantics, Verbal Learning","https://osf.io/bzdr2/","Failure","Sahakyan, L., Delaney, P. F., & Waldum, E. R. (2008). Intentional forgetting is easier after two"" shots"" than one. Journal of Experimental Psychology: Learning, Memory, and Cognition, 34(2), 408.","Fiedler, S., & May, M. (2023, September 28). Replication of Sahakyan et al. (2008, JEP:LMC, Study 3). Retrieved from osf.io/bzdr2"
"Postural hand synergies for tool use","","https://osf.io/xwn9m/","OS not significant","Santello, M., Flanders, M., & Soechting, J. F. (1998). Postural hand synergies for tool use. Journal of neuroscience, 18(23), 10105-10115.","Boyce, V., Mathur, M., & Frank, M. C. (2023). Eleven years of student replication projects provide evidence on the correlates of replicability in psychology. Royal Society Open Science, 10(11), 231240."
"A choice mind-set increases the acceptance and maintenance of wealth inequality","","https://osf.io/xwn9m/","OS not significant","Savani, K., & Rattan, A. (2012). A choice mind-set increases the acceptance and maintenance of wealth inequality. Psychological science, 23(7), 796-804.","Boyce, V., Mathur, M., & Frank, M. C. (2023). Eleven years of student replication projects provide evidence on the correlates of replicability in psychology. Royal Society Open Science, 10(11), 231240."
"Construing actions as choices (indians)","Many Labs 2","https://osf.io/8cd4r/","Failure","Savani, K., Markus, H. R., Naidu, N. V. R., Kumar, S., & Berlia, N. (2010). What counts as a choice? U.S. Americans are more likely than Indians to construe actions as choices. Psychological Science, 21, 391–398. doi:10 .1177/0956797609359908 Study 5","Klein, R. A., Vianello, M., Hasselman, F., Adams, B. G., Adams Jr, R. B., Alper, S., ... & Sowden, W. (2018). Many Labs 2: Investigating variation in replicability across samples and settings. Advances in Methods and Practices in Psychological Science, 1(4), 443-490."
"Construing actions as choices (americans)","Many Labs 2","https://osf.io/8cd4r/","OS not significant","Savani, K., Markus, H. R., Naidu, N. V. R., Kumar, S., & Berlia, N. (2010). What counts as a choice? U.S. Americans are more likely than Indians to construe actions as choices. Psychological Science, 21, 391–398. doi:10 .1177/0956797609359908 Study 5","Klein, R. A., Vianello, M., Hasselman, F., Adams, B. G., Adams Jr, R. B., Alper, S., ... & Sowden, W. (2018). Many Labs 2: Investigating variation in replicability across samples and settings. Advances in Methods and Practices in Psychological Science, 1(4), 443-490."
"US Americans are more likely than Indians to construe actions as choices","","https://osf.io/xwn9m/","Failure","Savani, K., Markus, H. R., Naidu, N. V. R., Kumar, S., & Berlia, N. (2010). What counts as a choice? US Americans are more likely than Indians to construe actions as choices. Psychological Science, 21(3), 391-398.","Boyce, V., Mathur, M., & Frank, M. C. (2023). Eleven years of student replication projects provide evidence on the correlates of replicability in psychology. Royal Society Open Science, 10(11), 231240."
"If you are uncertain about your own self-concept, then you will not want to introduce even more uncertainty by altering your identity. Consumers with “low self-concept clarity” should therefore be more motivated to keep their identities stable by (1) retaining products that are relevant to their identities, and (2) choosing not to acquire new products that are relevant to their identities.","self-concept clarity, subscription services, self-signaling, retention choice, self-concept structure, identity signaling","","Failure","Savary, J., Dhar, R.K., JoharEditor, G.V., & InmanEditor, J.J. (2020). The Uncertain Self: How Self-Concept Structure Affects Subscription Choice. Journal of Consumer Research. Study 4","Simmons, J. &. Nelson, L.D. (2020). [84] Data Replicada #3: Does Self-Concept Uncertainty Influence Magazine Subscription Choice? Data Colada. https://datacolada.org/84"
"If you are uncertain about your own self-concept, then you will not want to introduce even more uncertainty by altering your identity. Consumers with “low self-concept clarity” should therefore be more motivated to keep their identities stable by (1) retaining products that are relevant to their identities, and (2) choosing not to acquire new products that are relevant to their identities.","self-concept clarity, subscription services, self-signaling, retention choice, self-concept structure, identity signaling","","Failure","Savary, J., Dhar, R.K., JoharEditor, G.V., & InmanEditor, J.J. (2020). The Uncertain Self: How Self-Concept Structure Affects Subscription Choice. Journal of Consumer Research. Study 4","Simmons, J. &. Nelson, L.D. (2020). [84] Data Replicada #3: Does Self-Concept Uncertainty Influence Magazine Subscription Choice? Data Colada. https://datacolada.org/84"
"Contrastive Knowledge Surveyed","","https://www.osf.io/39xuw","Success","Schaffer, J., & Knobe, J. (2012). Contrastive knowledge surveyed. Noûs, 46(4), 675-708.","Wilkenfeld, D. A., & Hernández-Conde, J. V. (2017, September 12). Schaffer and Knobe Replication."
"The Stroop effect: Why proportion congruent has nothing to do with congruency and everything to do with contingency.","Attention, Color Perception, Conflict (Psychology), Cues, Discrimination Learning, Humans, Mental Recall, Probability Learning, Reaction Time, Reading, Semantics","https://osf.io/bscfe/","OS not significant","Schmidt, J. R., & Besner, D. (2008). The Stroop effect: why proportion congruent has nothing to do with congruency and everything to do with contingency. Journal of Experimental Psychology: Learning, Memory, and Cognition, 34(3), 514.","Cloud, M. D., & Kyc, M. (2023, September 28). Replication of Schmidt and Besner (2008, JEPLMC, Exp 2). Retrieved from osf.io/bscfe"
