replication_doi,replication_url,replication_title,replication_journal,contains_replications,original_url,original_authors,original_title,original_journal,original_volume,original_issue,original_pages,original_year,description,result,replication_type,discipline,subdiscipline,justification,confidence,original_n,original_es,original_es_type,original_es_95_CI,original_p_value,original_p_value_type,original_p_value_tails,replication_n,replication_es,replication_es_type,replication_es_95_CI,replication_p_value,replication_p_value_type,replication_p_value_tails,version
10.1037/xhp0000084,https://doi.org/10.1037/xhp0000084,,,True,https://doi.org/10.1037/0096-1523.18.4.1030,"Folk, C.; Remington, R.; Johnston, J.",Involuntary covert orienting is contingent on attentional control settings,Journal of Experimental Psychology: Human Perception and Performance,18,,1030-1044,1992,"When searching for a color-defined target, abrupt onset distractors presented on every trial do not capture attention (no spatial cuing effect)",success,direct,psychology,cognitive psychology,,high,,,,,,,,13,,,,0.60,>,,
10.1037/xhp0000084,https://doi.org/10.1037/xhp0000084,,,True,https://doi.org/10.1037/0096-1523.18.4.1030,"Folk, C.; Remington, R.; Johnston, J.",Involuntary covert orienting is contingent on attentional control settings,Journal of Experimental Psychology: Human Perception and Performance,18,,1030-1044,1992,"When searching for an onset-defined target, color singleton distractors do not capture attention (no spatial cuing effect)",success,direct,psychology,cognitive psychology,,high,,,,,,,,13,,,,0.40,>,,
10.1037/xhp0000383,https://doi.org/10.1037/xhp0000383,,,True,https://doi.org/10.1016/j.wocn.2007.11.002,"Escudero, P.; Hayes-Harb, R.; Mitterer, H.",Novel second-language words and asymmetric lexical access,Journal of Phonetics,36,,345-360,2008,Audio-only training on novel words containing the /ε/-/ae/ contrast does not lead to asymmetric fixation patterns in a visual-world eye-tracking task - learners treat words with the two vowels as equivalent,success,close,linguistics,second language acquisition,,high,,,,,,,,19,,,,,,,
10.1037/xhp0000483,https://doi.org/10.1037/xhp0000483,,,True,https://doi.org/10.1037/xhp0000084,"Folk, C.; Remington, R.",Unexpected abrupt onsets can override a top-down set for color,Journal of Experimental Psychology: Human Perception and Performance,41,,1153-1165,2015,Rare onset cues capture attention even when observers search for a nonmatching color target,success,direct,psychology,cognitive psychology,,high,,,,,,,,42,0.80,d,,0.001,=,two-sided,
10.1037/xhp0000605,https://doi.org/10.1037/xhp0000605,,,True,https://doi.org/10.1080/13506280701437295,"Godijn, R.; Kramer, A.",Oculomotor capture by surprising onsets,Visual Cognition,16,,279-290,2008,Oculomotor capture triggered by an onset distractor decreases as a function of repeated exposure to the irrelevant stimulus,success,close,psychology,cognitive psychology,,high,,,,,,,,30,1.06,d,,0.001,<,,
10.1037/xlm0000377,https://doi.org/10.1037/xlm0000377,,,True,https://doi.org/10.1037/a0013082,"Szpunar, K.; Mcdermott, K.; Roediger, H., III",Testing during study insulates against the buildup of proactive interference,"Journal of Experimental Psychology: Learning, Memory",34,,1392-1399,2008,"Initial testing of word lists reduces proactive interference on a final list, enhancing recall of the final list and reducing prior-list intrusions",success,direct,psychology,cognitive psychology,,high,,,,,,,,88,0.12,etasq,,0.01,<,,
10.1037/xlm0000399,https://doi.org/10.1037/xlm0000399,,,True,https://doi.org/10.1016/j.jml.2014.05.003,"Navarrete, E.; Del Prato, P.; Peressotti, F.; Mahon, B.",Lexical selection is not by competition: evidence from the blocked naming paradigm,Journal of Memory and Language,76,,253-272,2014,"When homogeneous sets are not repeated immediately but interleaved with unrelated sets, semantic relatedness induces facilitation rather than interference in the blocked-cyclic naming paradigm",success,close,psychology,cognitive psychology,,high,,,,,,,,41,,,,,,,
10.1037/xlm0001118,https://doi.org/10.1037/xlm0001118,,,True,https://doi.org/10.3758/BF03212422,"Nosofsky, R.; Palmeri, T.",Learning to classify integraldimension stimuli,Psychonomic Bulletin & Review,3,2,222-226,1996,Classification learning with integral dimension stimuli produces a learning difficulty ordering where Type IV structures result in fewer errors than Type II structures,success,direct,psychology,cognitive psychology,,high,,,,,,,,72,,,,,,,
10.1037a0028216,https://doi.org/10.1037a0028216,,,True,https://doi.org/10.1111/j.1467-9280.2008.02137,"Magen, E.; Dweck, C.; Gross, J.",Representing a single choice as an extended sequence reduces impulsive choice,Psychological Science,19,,648-649,2008,Making zero outcomes explicit in intertemporal choice increases preference for larger-but-later rewards (hidden-zero effect),success,conceptual,psychology,cognitive psychology,,high,,,,,,,,277,,,,0.005,<,,
10.1037a0028216,https://doi.org/10.1037a0028216,,,True,https://doi.org/10.1017/s193029750000406x,"Rao, L.; Li, S.",New paradoxes in intertemporal choice,Judgment and Decision Making,6,2,122-129,2011,Adding a common immediate amount to both options in an intertemporal choice decreases preference for the larger-but-later option (front-end amount effect),success,conceptual,psychology,cognitive psychology,,high,,,,,,,,277,,,,0.005,<,,
10.1037a0028216,https://doi.org/10.1037a0028216,,,True,https://doi.org/10.1509/jmkr.48.2.282,"Urminsky, O.; Kivetz, R.","Scope insensitivity and the ""mere token"" effect",Journal of Marketing Research,,4,282-295,2011,"Adding a small common immediate token to both options in an intertemporal choice increases preference for the larger-but-later option, with preference being insensitive to the magnitude of the token (mere token effect)",inconclusive,conceptual,psychology,cognitive psychology,,high,,,,,,,,349,,,,0.10,<,,
10.1038/21557,https://doi.org/10.1038/21557,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1038/365611a0,https://doi.org/10.1038/365611a0,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1038/nature05616,https://doi.org/10.1038/nature05616,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1038/nature08637,https://doi.org/10.1038/nature08637,,,True,https://doi.org/10.1126/science.1167975,"Monfils, M.; Cowansage, K.; Klann, E.; Ledoux, J.",Extinction-reconsolidation boundaries: key to persistent attenuation of fear memories,Science,324,5929,951-955,2009,Extinction training conducted during the reconsolidation window (10 minutes after memory reactivation) prevents the recovery of conditioned fear responses in rats,success,conceptual,neuroscience,cognitive neuroscience,,high,,,,,,,,65,,,,,,,
10.1038/nature11467,https://doi.org/10.1038/nature11467,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1038/nature13530,https://doi.org/10.1038/nature13530,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1038/nclimate2093,https://doi.org/10.1038/nclimate2093,,,True,https://doi.org/10.1177/0956797611400913,"Li, Y.; Johnson, E.; Zaval, L.",Local warming: daily temperature change influences belief in global warming,Psychological Science,22,4,454-459,2011,Perceived abnormalities in present temperature causally influence belief in and concern for global warming,success,direct,psychology,social psychology,,high,,,,,,,,686,0.16,beta,,0.01,<,,
10.1038/ng0595-41,https://doi.org/10.1038/ng0595-41,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1038/ng1808,https://doi.org/10.1038/ng1808,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1038/nn.2889,https://doi.org/10.1038/nn.2889,,,True,https://doi.org/10.1167/9.12.13,"Balas, B.; Nakano, L.; Rosenholtz, R.",A summary-statistic representation in peripheral vision explains visual crowding,Journal of Vision,9,12,13,2009,"Crowding in peripheral vision can be explained by statistical pooling, with recognition performance for crowded peripheral letters matching that of foveally viewed images synthesized to match local summary statistics",success,close,neuroscience,cognitive neuroscience,,high,,,,,,,,5,,,,0.0001,<,two-sided,
10.1038/s41398-024-02799-x,https://doi.org/10.1038/s41398-024-02799-x,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1038/s41467-020-18152-x,https://doi.org/10.1038/s41467-020-18152-x,,,True,https://doi.org/10.1016/j.cub.2015.12.067,"Caspar, E.; Christensen, J.; Cleeremans, A.; Haggard, P.",Coercion changes the sense of agency in the human brain,Curr. Biol,26,5,585-592,2016,Receiving coercive instructions reduces the sense of agency (measured by intentional binding effect on interval estimates) and outcome processing (measured by auditory N1 amplitude) compared to free choice conditions,success,close,psychology,cognitive psychology,,high,,0.630,d,,,,,39,0.608,d,,0.001,=,two-sided,
10.1038/s41562-018-0506-1,https://doi.org/10.1038/s41562-018-0506-1,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1038/s41562-020-0886-x,https://doi.org/10.1038/s41562-020-0886-x,,,True,https://doi.org/10.2307/1914185,"Kahneman, D.; Tversky, A.",Prospect theory: an analysis of decisions under risk,Econometrica,47,2,263-291,1979,"People's decisions under risk systematically deviate from expected utility theory predictions through six behavioral patterns: certainty effect, reflection effect, framing effect, isolation effect, overweighting of small probabilities, and magnitude perception",success,direct,economics,behavioral economics,,high,,,,,,,,4098,,,,,,,
10.1038/s41562-022-01319-5,https://doi.org/10.1038/s41562-022-01319-5,,,True,https://doi.org/10.1016/j.cognition.2009.02.001,"Greene, J.",Pushing moral buttons: the interaction between personal force and intention in moral judgment,Cognition,111,3,364-371,2009,The application of personal force decreases the moral acceptability of sacrificing one person to save more people in moral dilemmas,success,direct,psychology,experimental philosophy,,high,,0.4,d,,,,,1569,0.29,d,,0.001,=,one-sided,
10.1038/s41562-022-01319-5,https://doi.org/10.1038/s41562-022-01319-5,,,True,https://doi.org/10.1016/j.cognition.2009.02.001,"Greene, J.",Pushing moral buttons: the interaction between personal force and intention in moral judgment,Cognition,111,3,364-371,2009,Personal force and intention interact such that the effect of intention is larger when personal force is present compared to when personal force is absent in moral dilemma judgments,inconclusive,direct,psychology,experimental philosophy,,high,,0.28,d,,,,,3984,0.019,etasq,,0.001,<,,
10.1038/s41598-018-30314-y,https://doi.org/10.1038/s41598-018-30314-y,,,True,https://doi.org/10.1073/pnas.1016686108,"Izard, V.; Pica, P.; Spelke, E.; Dehaene, S.",Flexible intuitions of Euclidean geometry in an Amazonian indigene group,Natl. Acad.,108,24,9782-9787,2011,"Adults from diverse cultural backgrounds (educated Western and uneducated Amazonian) show similar performance on triangle completion tasks, demonstrating universal geometric intuitions that roughly reflect Euclidean principles",success,conceptual,psychology,cognitive psychology,,medium,,,,,,,,40,,,,,,,
10.1038/s41598-019-57204-1,https://doi.org/10.1038/s41598-019-57204-1,,,True,https://doi.org/10.1038/226177a0,"Bouma, H.",Interaction effects in parafoveal letter recognition,Nature,226,5241,177,1970,Visual crowding effect increases with eccentricity (distance from fixation) in peripheral vision,success,conceptual,psychology,cognitive psychology,,high,,,,,,,,793,,,,0.001,<,two-sided,
10.1038/s41598-019-57204-1,https://doi.org/10.1038/s41598-019-57204-1,,,True,https://doi.org/10.1016/j.cortex.2018.03.013,"Joo, S.; White, A.; Strodtman, D.; Yeatman, J.",Optimizing text for an individual's visual system: The contribution of visual crowding to reading difficulties,Cortex,103,,291-301,2018,Individuals with dyslexia experience higher visual crowding than those without dyslexia,success,close,psychology,cognitive psychology,,high,,,,,,,,59,,,,0.005,<,two-sided,
10.1038/s41598-019-57204-1,https://doi.org/10.1038/s41598-019-57204-1,,,True,https://doi.org/10.1093/geronb/gbs086,"Scialfa, C.; Cordazzo, S.; Bubric, K.; Lyon, J.",Aging and visual crowding,Journals Gerontol. Ser. B: Psychol. Sci. Soc. Sci,68,4,522-528,2012,Visual crowding increases with aging,success,close,psychology,cognitive psychology,,high,,,,,,,,793,,,,0.005,<,two-sided,
10.1044/1092-4388(2002/032),https://doi.org/10.1044/1092-4388(2002/032),,,True,https://doi.org/10.1207/s15374424jccp2501_10,"Mitchell, T. V.; Quittner, A. L.",Multimethod study of attention and behavior problems in hearing impaired children,Journal of Clinical Child Psychology,25,1,83-96,1996,"Children with prelingual deafness perform significantly worse than children with normal hearing on the Continuous Performance Test, a visual vigilance task measuring sustained attention",failure,direct,psychology,developmental psychology,,high,,,,,,,,28,,,,0.079,=,,
10.1044/1092-4388(2002/032),https://doi.org/10.1044/1092-4388(2002/032),,,True,https://doi.org/10.1111/j.1467-9280.1994.tb00284.x,"Quittner, A. L.; Smith, L. B.; Osberger, M. J.; Mitchell, T. V.; Katz, D. B.",The impact of audition on the development of visual attention,Psychological Science,5,6,347-353,1994,Children with cochlear implants perform better than age-matched peers with hearing aids on visual attention tasks when older than about 8 years of age,failure,direct,psychology,developmental psychology,,high,,,,,,,,18,,,,,,,
10.1044/1092-4388(2002/032),https://doi.org/10.1044/1092-4388(2002/032),,,True,https://doi.org/10.1037/0012-1649.34.5.840,"Smith, L. B.; Quittner, A. L.; Osberger, M. J.; Miyamoto, R.",Audition and visual attention: The developmental trajectory in deaf and hearing populations,Developmental Psychology,34,5,840-850,1998,"Children with prelingual deafness perform significantly worse than children with normal hearing on visual vigilance tasks, with children with cochlear implants outperforming peers with hearing aids",failure,direct,psychology,developmental psychology,,high,,,,,,,,28,,,,0.079,=,,
10.1044/2018_jslhr-l-17-0186,https://doi.org/10.1044/2018_jslhr-l-17-0186,,,True,https://doi.org/10.1086/651195,"Méndez, L.; Crais, E.; Castro, D.; Kainz, K.",A culturally and linguistically responsive vocabulary approach for young Latino dual language learners,"Journal of Speech, Language, and Hearing Research",58,1,93-106,2015,A culturally and linguistically responsive (CLR) bilingual vocabulary instruction produces greater gains in English (L2) and Spanish (L1) vocabulary than English-only instruction in Latino preschoolers,success,direct,linguistics,second language acquisition,,high,42,0.67,d,,,,,35,0.66,d,,0.05,<,,
