doi,source_folder,is_relevant,studies_treatment,trial_type,is_excluded,exclusion_reason,topics,paper_title,paper_journal,paper_year,paper_authors,paper_volume,paper_issue,paper_pages,paper_url
10.1177/135965359900400202,pdfs,yes,yes,rct,no,,zanamivir | intranasal antiviral | influenza treatment | neuraminidase inhibitor | respiratory virus,Safety and Efficacy of the Neuraminidase Inhibitor Zanamivir in Treating Influenza Virus Infection in Adults: Results from Japan,Antiviral Therapy,1999,Keizo Matsumoto; Nobuya Ogawa; K. Nerome; Yoshio Numazaki; Yoshikazu Kawakami; Kunio Shirato; Masaaki Arakawa; Shoji Kudoh; Kaoru Shimokata; Shigenori Nakajima; Michio Yamakido; Seizaburo Kashiwagi; Tsuyoshi Nagatake; the GG167 Group; Yoshikazu Kawakami; Hideki Miyamoto; Hiroshi Inoue; Kazuya Shirato; Y. Miura; A. Watanabe; Y Nakai; M. Ishii; M Sakamoto; S Kudoh; Shosaku Abe; Toshihiko Yamaguchi; Masaaki Arakawa; H Sega; Y Shimatsu; F Yoshimine; Kaoru Shimokata; Takeshi Masuda; Masaya Yamamoto; M. Iwata; Shigemi Nakajima; Masaki Ito; Tadashi Takeda; N Ohsawa; Maho Kato; M Yamakido; J Takahashi; Terunomi Miyazawa; R Soejima; Takumi Sasaki; Tsuyoshi Nagatake; Hironori Masaki; S Kashiwagi; K Ueno; KOHKICHI HAYASHIDA; Masayasu Ando; Akiko Ikegami,4,2,61-68,https://doi.org/10.1177/135965359900400202
10.3390/ijerph182010985,pdfs,yes,yes,non_randomized_trial,no,,lactoferrin|intranasal antiviral|COVID-19|SARS-CoV-2|liposomal formulation,Lactoferrin as Antiviral Treatment in COVID-19 Management: Preliminary Evidence,International Journal of Environmental Research and Public Health,2021,Elena Campione; Caterina Lanna; Terenzio Cosio; Luigi Rosa; Maria Pia Conte; Federico Iacovelli; Alice Romeo; Mattia Falconi; Claudia Del Vecchio; Elisa Franchin; Maria Stella Lia; Marilena Minieri; Carlo Chiaramonte; Marco Ciotti; Marzia Nuccetelli; Alessandro Terrinoni; Ilaria Iannuzzi; Luca Coppeta; Andrea Magrini; Sergio Bernardini; Stefano Sabatini; Felice Rosapepe; Pier Luigi Bartoletti; Nicola Moricca; Andrea Di Lorenzo; Massimo Andreoni; Loredana Sarmati; Alessandro Miani; Prisco Piscitelli; Ettore Squillaci; Piera Valenti; Luca Bianchi,18,20,10985,https://doi.org/10.3390/ijerph182010985
10.3390/ijms24043695,pdfs,yes,no,other,yes,protocol,usnic acid | nasal spray barrier | in vitro antiviral | virus protection,Effects of Usnic Acid to Prevent Infections by Creating a Protective Barrier in an In Vitro Study,International Journal of Molecular Sciences,2023,Rebecca Galla; Sara Ferrari; Sara Ruga; Beatrice Mantuano; Giorgia Rosso; Stelvio Tonello; Luigi Rosa; Piera Valenti; Francesca Uberti,24,4,3695,https://doi.org/10.3390/ijms24043695
10.3390/gels10060385,pdfs,yes,yes,other,no,,nano-silver nanoparticles | chlorhexidine conjugates | poloxamer thermogelation | nasal spray formulation | antimicrobial activity | respiratory virus prophylaxis,In Situ Gelling Behavior and Biopharmaceutical Characterization of Nano-Silver-Loaded Poloxamer Matrices Designed for Nasal Drug Delivery,Gels,2024,Nadezhda Ivanova; Neli Ermenlieva; Lora Simeonova; Neli Vilhelmova-Ilieva; Kameliya Bratoeva; Georgi Stoyanov; Velichka Andonova,10,6,385,https://doi.org/10.3390/gels10060385
10.3390/ijms222413202,pdfs,yes,yes,other,no,,carrageenan|SARS-CoV-2|variants|antiviral|in vitro,"Iota-Carrageenan Inhibits Replication of SARS-CoV-2 and the Respective Variants of Concern Alpha, Beta, Gamma and Delta",International Journal of Molecular Sciences,2021,Maria Fröba; Maximilian Große; Christian Setz; Pia Rauch; Janina Auth; Lucas Spanaus; Jan Münch; Natalia Ruetalo; Michael Schindler; Martina Morokutti-Kurz; Philipp Graf; Eva Prieschl-Grassauer; Andreas Grassauer; Ulrich Schubert,22,24,13202,https://doi.org/10.3390/ijms222413202
10.3390/ijms24054967,pdfs,no,yes,other,no,,ginsenosides | influenza A virus | hemagglutinin inhibitor | in vitro antiviral | intranasal inoculation,Antiviral Effect of Ginsenosides rk1 against Influenza a Virus Infection by Targeting the Hemagglutinin 1-Mediated Virus Attachment,International Journal of Molecular Sciences,2023,Xia Yang; Hailiang Sun; Zhening Zhang; Weixin Ou; Fengxiang Xu; Ling Luo; Yahong Liu; Weisan Chen; Jianxin Chen,24,5,4967,https://doi.org/10.3390/ijms24054967
10.3390/ijms25042061,pdfs,yes,no,other,yes,protocol,cyclodextrin barrier | SARS-CoV-2 | preclinical | nasal spray | viral infection prevention,Hydroxypropyl-Beta Cyclodextrin Barrier Prevents Respiratory Viral Infections: A Preclinical Study,International Journal of Molecular Sciences,2024,Angela Lu; Brandon Ebright; Aditya Naik; Hui L. Tan; Noam A. Cohen; Jean-Marie C. Bouteiller; Gianluca Lazzi; Stan G. Louie; Mark S. Humayun; Isaac Asante,25,4,2061,https://doi.org/10.3390/ijms25042061
10.3390/md23030112,pdfs,yes,yes,other,no,,nasal spray | SARS-CoV-2 | influenza A virus | RSV | solubilized sturgeon oil,Exploring the Preventive Potential of Solubilized Sturgeon Oil on Acute Infection with Respiratory Viruses,Marine Drugs,2025,Seong Ok Park; Erdenebileg Uyangaa; Yong-Kwang Lee; Suk-Hyun Yun; Minyeong Yu; Hyo Jin Kim; Hye Won Cho; Hee Won Byeon; Chong-Kil Lee; Seong Kug Eo,23,3,112,https://doi.org/10.3390/md23030112
10.3390/ijms26136334,pdfs,yes,yes,other,no,,diammonium glycyrrhizinate | intranasal antiviral | coronavirus | spike protein inhibition | animal model,Diammonium Glycyrrhizinate Exerts Broad-Spectrum Antiviral Activity Against Human Coronaviruses by Interrupting Spike-Mediated Cellular Entry,International Journal of Molecular Sciences,2025,Shuo Wu; Ge Yang; Kun Wang; Haiyan Yan; Huiqiang Wang; Xingqiong Li; Lijun Qiao; Mengyuan Wu; Ya Wang; Jian-Dong Jiang; Yuhuan Li,26,13,6334,https://doi.org/10.3390/ijms26136334
10.3390/ijms27021053,pdfs,yes,yes,other,no,,nasal spray | camostat | xanthan gum | barrier agent | influenza prevention,A Nasal Spray Combining Camostat with a Natural Polysaccharide for the Prevention of Viral Infection via Nasal Mucosal Barrier Formation and Entry Inhibition,International Journal of Molecular Sciences,2026,Yujeong Na; Byeongyong Kim; Dongjin Lee; Jongseo Choi; Sangeun Cho; Kyungmin Lee; Gwanyoung Kim; Eunyoung Cho; Jonggeun Kim; Seong Kug Eo; Sokho Kim,27,2,1053,https://doi.org/10.3390/ijms27021053
10.3390/microorganisms14051098,pdfs,no,yes,other,yes,,lectin antivirals | intranasal delivery | PRRSV | swine | veterinary,Lectin-Based Antiviral Strategies for Porcine Reproductive and Respiratory Syndrome Virus 2 Infection: Griffithsin Suppresses Viral Replication In Vitro and Reduces Early Viremia In Vivo,Microorganisms,2026,Darshana Kadekar; Deepak Velayudhan; Ester Vinyeta; Jianqiang Zhang; Ethan Aljets; Veeraya Bamrung; Panchan Sitthicharoenchai; Alyona Michael; Keith Frogue; Meng Heng; Amy Liu; Cristina Bongiorni; Manasi Bhate; David A. Estell; Chong Shen; Charlotte Poulsen,14,5,1098,https://doi.org/10.3390/microorganisms14051098
10.3390/ph15040452,pdfs,no,yes,other,yes,,bitter taste receptors | cilia function | antibacterial activity | in vitro study,Cilia Stimulatory and Antibacterial Activities of T2R Bitter Taste Receptor Agonist Diphenhydramine: Insights into Repurposing Bitter Drugs for Nasal Infections,Pharmaceuticals,2022,Li Kuek; Derek McMahon; Ray Ma; Zoey Miller; Jennifer Jolivert; Nithin Adappa; James Palmer; Robert Lee,15,4,452,https://doi.org/10.3390/ph15040452
10.3390/pharmaceutics13081126,pdfs,yes,yes,other,no,,ribavirin | intranasal delivery | microparticles | formulation | olfactory transport,Evaluation of Ribavirin–Poloxamer Microparticles for Improved Intranasal Absorption,Pharmaceutics,2021,Dipy M. Vasa; Zainab Bakri; Maureen D. Donovan; Lauren A. O’Donnell; Peter L. D. Wildfong,13,8,1126,https://doi.org/10.3390/pharmaceutics13081126
10.3390/ph15091053,pdfs,no,no,other,yes,,dsRNA | innate immunity | SARS-CoV-2 | in vitro | animal model,Bacteriophage-Derived Double-Stranded RNA Exerts Anti-SARS-CoV-2 Activity In Vitro and in Golden Syrian Hamsters In Vivo,Pharmaceuticals,2022,Kristine Vaivode; Irina Verhovcova; Dace Skrastina; Ramona Petrovska; Madara Kreismane; Daira Lapse; Zane Kalnina; Kristine Salmina; Diana Rubene; Dace Pjanova,15,9,1053,https://doi.org/10.3390/ph15091053
10.3390/pharmaceutics14112502,pdfs,yes,yes,non_randomized_trial,no,,hypertonic saline | seawater spray | SARS-CoV-2 | viral shedding | COVID-19 treatment,Early Negativization of SARS-CoV-2 Infection by Nasal Spray of Seawater plus Additives: The RENAISSANCE Open-Label Controlled Clinical Trial,Pharmaceutics,2022,Luca Cegolon; Giuseppe Mastrangelo; Enzo Emanuelli; Riccardo Camerotto; Giacomo Spinato; Daniele Frezza,14,11,2502,https://doi.org/10.3390/pharmaceutics14112502
10.3390/pharmaceutics14122680,pdfs,yes,yes,other,no,,intranasal antiviral | favipiravir | nanoparticles | SARS-CoV-2 | drug delivery,Enhanced Nasal Deposition and Anti-Coronavirus Effect of Favipiravir-Loaded Mucoadhesive Chitosan–Alginate Nanoparticles,Pharmaceutics,2022,Khent Primo Alcantara; Nonthaneth Nalinratana; Nopporn Chutiwitoonchai; Agnes L. Castillo; Wijit Banlunara; Opa Vajragupta; Pornchai Rojsitthisak; Pranee Rojsitthisak,14,12,2680,https://doi.org/10.3390/pharmaceutics14122680
10.3390/pharmaceutics15020591,pdfs,yes,yes,other,no,,nasal spray safety|usnic acid|animal model|preclinical development|viral infection prevention,Safety in Rats of a Novel Nasal Spray Formulation for the Prevention of Airborne Viral Infections,Pharmaceutics,2023,Mirella Tanori; Michele Pitaro; Emiliano Fratini; Eleonora Colantoni; Angela Amoresano; Simona Celentano; Barbara Chiaramonte; Mariateresa Mancuso,15,2,591,https://doi.org/10.3390/pharmaceutics15020591
10.3390/pharmaceutics15082055,pdfs,yes,no,other,yes,protocol,in situ gel | intranasal delivery | 18β-glycyrrhetinic acid | RSV | formulation development,Development of an Antiviral Ion-Activated In Situ Gel Containing 18β-Glycyrrhetinic Acid: A Promising Alternative against Respiratory Syncytial Virus,Pharmaceutics,2023,Burcu Özkan; Ebru Altuntaş; Ümmühan Ünlü; Hasan Hüseyin Doğan; Yıldız Özsoy; Rabia Çakır Koç,15,8,2055,https://doi.org/10.3390/pharmaceutics15082055
10.3390/pharmaceutics16111349,pdfs,yes,no,other,yes,protocol,nanoparticles | interferon delivery | intranasal formulation | drug development,Multilayer Nanocarrier for the Codelivery of Interferons: A Promising Strategy for Biocompatible and Long-Acting Antiviral Treatment,Pharmaceutics,2024,Thelvia I. Ramos; Carlos A. Villacis-Aguirre; Felipe Sandoval Sandoval; Sarah Martin-Solano; Viana Manrique-Suárez; Hortensia Rodríguez; Leandro Santiago-Padilla; Alexis Debut; Carolina Gómez-Gaete; Marbel Torres Arias; Raquel Montesino; Emilio Lamazares; Ignacio Cabezas; Florence Hugues; Natalie C. Parra; Claudia Altamirano; Oliberto Sánchez Ramos; Nelson Santiago-Vispo; Jorge R. Toledo,16,11,1349,https://doi.org/10.3390/pharmaceutics16111349
10.3390/v11020109,pdfs,yes,yes,other,no,,innate immunomodulator | Mx1 protein | intranasal antiviral | influenza | cell-penetrating peptide,Cell-Penetrating Mx1 Enhances Anti-Viral Resistance against Mucosal Influenza Viral Infection,Viruses,2019,Hi Eun Jung; Ji Eun Oh; Heung Kyu Lee,11,2,109,https://doi.org/10.3390/v11020109
10.3390/pharmaceutics16091173,pdfs,yes,yes,rct,no,,astodrimer sodium | dendrimer | SARS-CoV-2 | viral load reduction | nasopharyngeal spray,"Astodrimer Sodium Nasal Spray versus Placebo in Non-Hospitalised Patients with COVID-19: A Randomised, Double-Blinded, Placebo-Controlled Trial",Pharmaceutics,2024,Stephen Winchester; Alex Castellarnau; Kashif Jabbar; Meera Nadir; Kapila Ranasinghe; Xavier Masramon; George R. Kinghorn; Isaac John; Jeremy R. A. Paull,16,9,1173,https://doi.org/10.3390/pharmaceutics16091173
10.3390/v13081498,pdfs,yes,yes,other,no,,intranasal monoclonal antibody | SARS-CoV-2 | animal study | prophylaxis,Intranasal Administration of a Monoclonal Neutralizing Antibody Protects Mice against SARS-CoV-2 Infection,Viruses,2021,Sandro Halwe; Alexandra Kupke; Kanika Vanshylla; Falk Liberta; Henning Gruell; Matthias Zehner; Cornelius Rohde; Verena Krähling; Michelle Gellhorn Serra; Christoph Kreer; Michael Klüver; Lucie Sauerhering; Jörg Schmidt; Zheng Cai; Fei Han; David Young; Guangwei Yang; Marek Widera; Manuel Koch; Anke Werner; Lennart Kämper; Nico Becker; Michael S. Marlow; Markus Eickmann; Sandra Ciesek; Felix Schiele; Florian Klein; Stephan Becker,13,8,1498,https://doi.org/10.3390/v13081498
10.3390/v13081656,pdfs,yes,yes,other,no,,astodrimer|dendrimer|barrier agent|SARS-CoV-2|animal model,Protective Effects of Astodrimer Sodium 1% Nasal Spray Formulation against SARS-CoV-2 Nasal Challenge in K18-hACE2 Mice,Viruses,2021,Jeremy R. A. Paull; Carolyn A. Luscombe; Alex Castellarnau; Graham P. Heery; Michael D. Bobardt; Philippe A. Gallay,13,8,1656,https://doi.org/10.3390/v13081656
10.3390/v13122345,pdfs,yes,no,other,yes,protocol,HPMC nasal spray | SARS-CoV-2 | in vitro study | barrier agents,Hydroxypropyl Methylcellulose-Based Nasal Sprays Effectively Inhibit In Vitro SARS-CoV-2 Infection and Spread,Viruses,2021,Kirsten Bentley; Richard J. Stanton,13,12,2345,https://doi.org/10.3390/v13122345
10.3390/v14051105,pdfs,yes,yes,other,no,,intranasal antiviral | influenza | 3D8 scFv minibody | oseltamivir-resistant | animal model,A Therapeutically Active Minibody Exhibits an Antiviral Activity in Oseltamivir-Resistant Influenza-Infected Mice via Direct Hydrolysis of Viral RNAs,Viruses,2022,Yongjun Lee; Phuong Hoang; Dongjun Kim; Ramadhani Ayun; Quynh Luong; Kyungho Na; Taehyun Kim; Yeonsu Oh; Won-Keun Kim; Sukchan Lee,14,5,1105,https://doi.org/10.3390/v14051105
10.3390/v14050976,pdfs,yes,yes,other,no,,Neumifil | carbohydrate-binding module | SARS-CoV-2 | hamster model | intranasal therapy,"Activity of a Carbohydrate-Binding Module Therapy, Neumifil, against SARS-CoV-2 Disease in a Hamster Model of Infection",Viruses,2022,Rachel Fell; Jane A. Potter; Samantha Yuille; Franscisco J. Salguero; Robert Watson; Didier Ngabo; Karen Gooch; Roger Hewson; David Howat; Stuart Dowall,14,5,976,https://doi.org/10.3390/v14050976
10.3390/v14122620,pdfs,yes,yes,other,no,,heparin|intranasal antiviral|SARS-CoV-2|nasal epithelial cells|viral inhibition,Heparin Inhibits SARS-CoV-2 Replication in Human Nasal Epithelial Cells,Viruses,2022,Leo Yi Yang Lee; Randy Suryadinata; Conor McCafferty; Vera Ignjatovic; Damian F. J. Purcell; Phil Robinson; Craig J. Morton; Michael W. Parker; Gary P. Anderson; Paul Monagle; Kanta Subbarao; Jessica A. Neil,14,12,2620,https://doi.org/10.3390/v14122620
10.3390/v15030725,pdfs,yes,yes,other,no,,intranasal antiviral | carbohydrate-binding module | Neumifil | SARS-CoV-2 | animal model,Use of a Preclinical Natural Transmission Model to Study Antiviral Effects of a Carbohydrate-Binding Module Therapy against SARS-CoV-2 in Hamsters,Viruses,2023,Daniel Knott; Rachel Fell; Jane A. Potter; Samantha Yuille; Franscisco J. Salguero; Victoria A. Graham; Roger Hewson; David Howat; Stuart D. Dowall,15,3,725,https://doi.org/10.3390/v15030725
10.3390/v15102024,pdfs,no,yes,other,yes,,silver nanoparticles | EGCG | HSV-1/2 | in vitro and animal studies,Epigallocatechin Gallate-Modified Silver Nanoparticles Show Antiviral Activity against Herpes Simplex Type 1 and 2,Viruses,2023,Malgorzata Krzyzowska; Martyna Janicka; Marcin Chodkowski; Magdalena Patrycy; Oliwia Obuch-Woszczatyńska; Emilia Tomaszewska; Katarzyna Ranoszek-Soliwoda; Grzegorz Celichowski; Jaroslaw Grobelny,15,10,2024,https://doi.org/10.3390/v15102024
10.3390/v15112161,pdfs,yes,yes,other,no,,intranasal antivirals | SARS-CoV-2 | chemoprophylaxis | animal model | combination therapy,Chemoprophylactic Assessment of Combined Intranasal SARS-CoV-2 Polymerase and Exonuclease Inhibition in Syrian Golden Hamsters,Viruses,2023,Eduardo Gallardo-Toledo; Megan Neary; Joanne Sharp; Joanne Herriott; Edyta Kijak; Chloe Bramwell; Paul Curley; Usman Arshad; Henry Pertinez; Rajith K. R. Rajoli; Anthony Valentijn; Helen Cox; Lee Tatham; Anja Kipar; James P. Stewart; Andrew Owen,15,11,2161,https://doi.org/10.3390/v15112161
10.3390/v16020196,pdfs,yes,yes,other,no,,saline-based nanoformulation | EGCG-palmitate | antiviral nasal spray | Long COVID | coronavirus inactivation,Feasibility Study of Developing a Saline-Based Antiviral Nanoformulation Containing Lipid-Soluble EGCG: A Potential Nasal Drug to Treat Long COVID,Viruses,2024,Nicolette Frank; Douglas Dickinson; William Garcia; Yutao Liu; Hongfang Yu; Jingwen Cai; Sahaj Patel; Bo Yao; Xiaocui Jiang; Stephen Hsu,16,2,196,https://doi.org/10.3390/v16020196
10.3390/v16121919,pdfs,yes,yes,other,no,,seaweed extract | influenza | intranasal administration | antiviral agent | in vivo efficacy,Phlorotannin-Rich Ascophyllum nodosum Seaweed Extract Inhibits Influenza Infection,Viruses,2024,Daniele F. Mega; Parul Sharma; Anja Kipar; Udo Hetzel; Chloe Bramwell; Alan Merritt; Samuel Wright; Chris Plummer; Richard A. Urbanowicz; James P. Stewart,16,12,1919,https://doi.org/10.3390/v16121919
10.3390/v15122300,pdfs,yes,yes,other,no,,azelastine|antihistamine|antiviral nasal spray|SARS-CoV-2|respiratory viruses|RSV|influenza|in vitro|3D tissue model,Antiviral Potential of Azelastine against Major Respiratory Viruses,Viruses,2023,Katrin Fischhuber; Zoltán Bánki; Janine Kimpel; Natalie Kragl; Annika Rössler; Annika Bolze; Brigitte Muellauer; Joachim Angerer; Gábor Nagy; Eszter Nagy; Valeria Szijarto,15,12,2300,https://doi.org/10.3390/v15122300
10.3390/v6031410,pdfs,yes,yes,case_series,no,,intranasal interferon | adenovirus vector | RVFV prophylaxis | post-exposure treatment | animal model,Single-Dose Intranasal Treatment with DEF201 (Adenovirus Vectored Consensus Interferon) Prevents Lethal Disease Due to Rift Valley Fever Virus Challenge,Viruses,2014,Brian Gowen; Jane Ennis; Kevin Bailey; Zachary Vest; Dionna Scharton; Eric Sefing; Jeffrey Turner,6,3,1410-1423,https://doi.org/10.3390/v6031410
10.3390/v18010091,pdfs,yes,no,other,yes,in_vitro,nitric oxide nasal spray | virucidal activity | in vitro | respiratory viruses,Broad-Spectrum Virucidal Activity of Nitric Oxide Nasal Spray (NONS) Against SARS-CoV-2 Variants and Major Respiratory Viruses,Viruses,2026,James Martins; Selvarani Vimalanathan; Jeremy Road; Chris Miller,18,1,91,https://doi.org/10.3390/v18010091
10.3390/v7020798,pdfs,yes,yes,other,no,,antiviral nasal spray | RSV prophylaxis | ML-HSA | intranasal administration | barrier agent,Intranasal Administration of Maleic Anhydride-Modified Human Serum Albumin for Pre-Exposure Prophylaxis of Respiratory Syncytial Virus Infection,Viruses,2015,Zhiwu Sun; Qian Wang; Ran Jia; Shuai Xia; Yuan Li; Qi Liu; Wei Xu; Jin Xu; Lanying Du; Lu Lu; Shibo Jiang,7,2,798-819,https://doi.org/10.3390/v7020798
10.3390/v18040444,pdfs,yes,yes,other,no,,neomycin | intranasal delivery | influenza B | immunomodulation | antiviral,Neomycin Exhibits Immunomodulatory and Antiviral Activity Against Influenza B Virus,Viruses,2026,Ekaterina Romanovskaya-Romanko; Marina Plotnikova; Anna-Polina Shurygina; Marina Shuklina; Sergey Klotchenko; Zhanna Buzitskaya; Dmitry Lioznov; Marina Stukova,18,4,444,https://doi.org/10.3390/v18040444
10.3390/v7092863,pdfs,yes,yes,other,no,,RNA-hydrolyzing antibody | intranasal delivery | H1N1 influenza | antiviral prophylaxis | animal model,Preventive Activity against Influenza (H1N1) Virus by Intranasally Delivered RNA-Hydrolyzing Antibody in Respiratory Epithelial Cells of Mice,Viruses,2015,Seungchan Cho; Ha-Na Youn; Phuong Hoang; Sungrae Cho; Kee-Eun Kim; Eui-Joon Kil; Gunsup Lee; Mun-Ju Cho; Juhyun Hong; Sung-June Byun; Chang-Seon Song; Sukchan Lee,7,9,5133-5144,https://doi.org/10.3390/v7092863
